image_filename,日文名字 Japanese Name,中文名字 Chinese Name,类型 Type,相关作品 Relevant Work,相关人物 Relevant Character,相关柄图 Relevant Image,Releaser/Event 发行商,发行日期 Release Year/Date,发行价格 Release Price (JPY),发行地区 Release Area,信息来源 Resource,详细信息 Detailed Information
243.jpg,,FEEL YOUNG杂志2023年8月号特典 B5女校之星 贴纸,贴纸,女校之星（漫画）,"小林老师, 星老师","小林星 西装, 小林星 打扫卫生, 女校之星 古川&鸟井",贴纸,7/7/23,N/A 赠品,日本,https://x.com/onna_sono_Hoshi/status/1672455367916425216,
244.jpg,,FEEL YOUNG杂志2022年8月号特典 B5女校之星 贴纸,贴纸,女校之星（漫画）,"小林老师, 星老师","女校之星 地铁, 小林星 放大镜, 星老师 锹甲虫幸运男孩",,,,日本,,
245.jpg,紀伊國屋書店新宿本店 女の園の星 のイラスト入りブックカバー配布,纪伊国书屋特典 女校之星 书皮,纸片子,女校之星（漫画）,"小林老师, 星老师",,,1/4/23,N/A 赠品,日本,https://x.com/onna_sono_Hoshi/status/1609892122408411137,为庆祝纪伊国屋新宿总店漫画区搬迁，我们将赠送由山山创作的《女校之星》书皮。快来总店8楼参与活动吧！
246.jpg,紀伊國屋書店新宿本店 女の園の星 3巻購入で星先生イラスト入りレシート発行,《女校之星3》纪伊国书屋特典 星老师发票/收据,纸片子,女校之星（漫画）,星老师,,,1/2/23,N/A 赠品,日本,https://x.com/onna_sono_Hoshi/status/1609892122408411137,购买《女校之星》第3卷，即可获得有星老师的精美收据。
247.jpg,,书店特典 中村老师发票/收据,纸片子,女校之星（漫画）,中村老师,,,,N/A 赠品,日本,,
248.jpg,女の園の星 3巻アニメBlu-rayDisc付き特装,《女校之星 3》特装版 附赠动画蓝光光碟,DVD/蓝光碟,女校之星（漫画）,,,,8/7/22,4884,日本,https://x.com/onna_sono_Hoshi/status/1556429988806545408,"星野源将为星教授配音，宫野真守将为小林教授配音🎉

导演是畑山真守，动画制作是LapinTruck🎉"
249.jpg,【グッズ-香水】女の園の星 香水 爽やかな香り/星先生【アニセレ】,,香水,女校之星（漫画）,星老师,,アニメイト Animate A店,4/29/22,6050,日本,https://www.animate-onlineshop.jp/pd/2022859/#,"<预购期：预购将于1月21日起在全国Animate门店和Animate线上商店开启！截止至2022年2月23日（星期三）> *预购商品
*即使在预购期内，若达到最大数量，预购也可能提前结束。

【香型：星老师】
前调：桧木、佛手柑
中调：薰衣草、荔枝、雪松
后调：琥珀、檀香、麝香
【尺寸】
包装盒：约 16.5 x 13 x 4 厘米
瓶身：约 9 x 3.3 x 3.3 厘米
容量：L 瓶
容量：30 毫升
【材质】
瓶身：玻璃
包装盒：纸
包装材料：纸、塑料
【工艺】
瓶身：单色烫金
包装盒：烫金、全彩印刷
包装盒：全彩印刷
【成分】
乙醇、香精、水、甲氧基肉桂酸乙基己酯、BHT、(+/-) 蓝色 1 号、黄色 4 号、红色 227 号"
250.jpg,【グッズ-香水】女の園の星 香水 爽やかな香り/小林先生【アニセレ】,,香水,女校之星（漫画）,小林老师,小林老师 举粉笔,アニメイト Animate A店,4/29/22,6050,日本,https://www.animate-onlineshop.jp/pd/2022859/#,"<预购期：预购将于1月21日起在全国Animate门店和Animate线上商店开启！截止至2022年2月23日（星期三）> *预购商品
*即使在预购期内，若达到最大数量，预购也可能提前结束。

【香型：小林老师】
前调：桉树、青柠、薰衣草
中调：迷迭香、绿薄荷、青菠萝、天竺葵
后调：香草、广藿香、西梅、麝香、琥珀
【尺寸】
包装盒：约 16.5 x 13 x 4 厘米
瓶身：约 9 x 3.3 x 3.3 厘米
图片：L 号
容量：30 毫升
【材质】
瓶身：玻璃
图片：纸
包装：纸、塑料
【工艺】
瓶身：单色烫金
包装盒：烫金、全彩印刷
图片：全彩印刷
【成分】
乙醇、香精、水、甲氧基肉桂酸乙基己酯、BHT、(+/-) 蓝色 1 号、黄色 4 号、红色 227 号"
251.jpg,,女校之星 4 首刷 随书赠 贴纸,贴纸,女校之星（漫画）,"小林老师, 星老师, 中村老师","中村老师, 小林老师 抱侄子手机屏保, 小林老师 举排球",,,,韩国,https://x.com/munhakdongne/status/1907253408589124008,
252.jpg,ファミレス行こ。 下 トランプ付き特装版,日文 《去家庭餐厅吧。下》特装版 特典 扑克一副,扑克牌,去家庭餐厅吧/去恰饭吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 咲茶店对视,カドスト Kadokawa 角川商店,3/12/26,2992,日本,https://www.amazon.co.jp/dp/4047387533,"《一起去家庭餐厅吧。》中的角色们现在推出扑克牌啦！

粉丝们绝对不容错过，每张牌都拥有独一无二的设计！

牌盒上印有聪实和狂儿在家庭餐厅用餐的插图，扑克牌本身也精致闪亮！"
253.jpg,,亚克力挂件造型钥匙扣 冈聪实,亚克力挂件/钥匙环,去唱卡拉OK吧（动画）,冈聪实,聪实 合唱团,アニメイト Animate A店,10/11/25,1320,日本,https://www.animate-onlineshop.jp/pd/3192600/,"尺寸：约6 x 4厘米
材质：亚克力/全彩印刷"
254.jpg,,亚克力挂件造型钥匙扣 成田狂儿,亚克力挂件/钥匙环,去唱卡拉OK吧（动画）,成田狂儿,狂儿 唱红,アニメイト Animate A店,10/11/25,1320,日本,https://www.animate-onlineshop.jp/pn/pd/3192601/,"尺寸：约6 x 4厘米
材质：亚克力/全彩印刷"
255.jpg,,祭林组 成田狂儿 名片夹+名片*1,名片/名片夹,去唱卡拉OK吧（动画）,成田狂儿,祭林组LOGO,アニメイト Animate A店,10/11/25,1320,日本,https://www.animate-onlineshop.jp/pn/pd/3192611/,"尺寸：约9.3 x 6厘米，厚度0.3厘米。
采用铝制材料，可容纳约15张名片。"
256.jpg,,手镯 成田狂儿,配饰,去唱卡拉OK吧（动画）,成田狂儿,,アニメイト Animate A店,10/11/25,1980,日本,https://www.animate-onlineshop.jp/pn/pd/3192610/,"尺寸：约5.7 x 4.8厘米，
材质：黄铜"
257.jpg,,手镯 冈聪实,配饰,去唱卡拉OK吧（动画）,冈聪实,,アニメイト Animate A店,10/11/25,1980,日本,https://www.animate-onlineshop.jp/pn/pd/3192609/,"尺寸：约5.7 x 4.8厘米，
材质：黄铜"
258.jpg,,随机徽章（一盒6款）成田狂儿 & 冈聪实,徽章/吧唧,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实","聪实 合唱团, 狂儿 唱红",アニメイト Animate A店,10/11/25,440*6,日本,https://www.animate-onlineshop.jp/pn/pd/3192608/,"尺寸：直径约5.7厘米
材质：纸、铁、PET / 全彩印刷 每包1枚徽章，共6种款式 每盒6包
*线上销售以盒为单位。
*一盒可能无法集齐所有款式，敬请谅解。"
259.jpg,,证件照相卡 成田狂儿,证件照,去唱卡拉OK吧（动画）,成田狂儿,狂儿 唱红,アニメイト Animate A店,10/11/25,275,日本,https://www.animate-onlineshop.jp/pn/pd/3192607/,"尺寸：约15.2 x 10.2厘米。
材质：纸，全彩印刷。"
260.jpg,,证件照相卡 冈聪实,证件照,去唱卡拉OK吧（动画）,冈聪实,聪实 合唱团,アニメイト Animate A店,10/11/25,275,日本,https://www.animate-onlineshop.jp/pn/pd/3192606/,"尺寸：约15.2 x 10.2厘米。
材质：纸，全彩印刷。"
261.jpg,,亚克力立牌 成田狂儿,亚克力立牌/亚克力板,去唱卡拉OK吧（动画）,成田狂儿,狂儿 唱红,アニメイト Animate A店,10/11/25,1980,日本,https://www.animate-onlineshop.jp/pn/pd/3192605/,"尺寸：高约16厘米（因角色而异）。
特点：亚克力材质，全彩印刷。"
262.jpg,,亚克力立牌 冈聪实,亚克力立牌/亚克力板,去唱卡拉OK吧（动画）,冈聪实,聪实 合唱团,アニメイト Animate A店,10/11/25,1980,日本,https://www.animate-onlineshop.jp/pn/pd/3192604/,"尺寸：高约16厘米（因角色而异）。
特点：亚克力材质，全彩印刷。"
263.jpg,,祭林组烟灰缸造型托盘 ,烟灰缸,去唱卡拉OK吧（动画）,成田狂儿,祭林组LOGO,アニメイト Animate A店,10/11/25,1980,日本,https://www.animate-onlineshop.jp/pn/pd/3192603/,"尺寸：直径约10.5厘米，高度约3.3厘米。
材质：玻璃。"
264.jpg,,透明文件夹,文件夹,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实","聪实 合唱团, 狂儿 唱红",アニメイト Animate A店,10/11/25,440,日本,https://www.animate-onlineshop.jp/pn/pd/3192602/,"尺寸：A4适用。
规格：PP材质/全彩印刷。"
265.jpg,,亚克力挂件造型钥匙扣 目高优一,亚克力挂件/钥匙环,为你着迷（动画）,目高优一,二阶堂 目高 冰淇淋,アニメイト Animate A店,10/11/25,1320,日本,https://www.animate-onlineshop.jp/pn/pd/3192613/,"尺寸：约6 x 4厘米
材质：亚克力/全彩印刷"
266.jpg,,亚克力挂件造型钥匙扣 二阶堂明,亚克力挂件/钥匙环,为你着迷（动画）,二阶堂明,二阶堂 目高 冰淇淋,アニメイト Animate A店,10/11/25,1320,日本,https://www.animate-onlineshop.jp/pn/pd/3192612/,"尺寸：约6 x 4厘米
材质：亚克力/全彩印刷"
267.jpg,,房间钥匙 亚克力挂件,亚克力挂件/钥匙环,为你着迷（动画）,,,アニメイト Animate A店,10/11/25,880,日本,https://www.animate-onlineshop.jp/pn/pd/3192614/,"尺寸：文字牌：约1.5 x 8厘米；图案牌：约1.7 x 3.5厘米。
材质：亚克力，全彩印刷。"
268.jpg,,手镯 目高优一,配饰,为你着迷（动画）,目高优一,,アニメイト Animate A店,10/11/25,1980,日本,https://www.animate-onlineshop.jp/pn/pd/3192623/,"尺寸：约5.7 x 4.8厘米，
材质：黄铜"
269.jpg,,手镯 二阶堂明,配饰,为你着迷（动画）,二阶堂明,,アニメイト Animate A店,10/11/25,1980,日本,https://www.animate-onlineshop.jp/pn/pd/3192622/,"尺寸：约5.7 x 4.8厘米，
材质：黄铜"
270.jpg,,随机徽章（一盒6款）目高优一x二阶堂明x江间让二x林美良,徽章/吧唧,为你着迷（动画）,"二阶堂明, 目高优一, 林美良, 江间让二",二阶堂 目高 冰淇淋,アニメイト Animate A店,10/11/25,440*6,日本,https://www.animate-onlineshop.jp/pn/pd/3192621/,"尺寸：直径约5.7厘米
材质：纸、铁、PET / 全彩印刷 每包1枚徽章，共6种款式 每盒6包
*线上销售以盒为单位。
*一盒可能无法集齐所有款式，敬请谅解。"
271.jpg,,证件照相卡 目高优一,证件照,为你着迷（动画）,目高优一,二阶堂 目高 冰淇淋,アニメイト Animate A店,10/11/25,275,日本,https://www.animate-onlineshop.jp/pn/pd/3192620/,"尺寸：约15.2 x 10.2厘米。
材质：纸，全彩印刷。"
272.jpg,,证件照相卡 二阶堂明,证件照,为你着迷（动画）,二阶堂明,二阶堂 目高 冰淇淋,アニメイト Animate A店,10/11/25,275,日本,https://www.animate-onlineshop.jp/pn/pd/3192619/,"尺寸：约15.2 x 10.2厘米。
材质：纸，全彩印刷。"
273.jpg,,亚克力立牌 目高优一,亚克力立牌/亚克力板,为你着迷（动画）,目高优一,二阶堂 目高 冰淇淋,アニメイト Animate A店,10/11/25,1980,日本,https://www.animate-onlineshop.jp/pn/pd/3192617/,"尺寸：高约16厘米（因角色而异）。
特点：亚克力材质，全彩印刷。"
274.jpg,,亚克力立牌 二阶堂明,亚克力立牌/亚克力板,为你着迷（动画）,二阶堂明,二阶堂 目高 冰淇淋,アニメイト Animate A店,10/11/25,1980,日本,https://www.animate-onlineshop.jp/pn/pd/3192616/,"尺寸：高约16厘米（因角色而异）。
特点：亚克力材质，全彩印刷。"
275.jpg,,熊猫头 T恤,衣服,为你着迷（动画）,林美良,林美良 熊猫头,アニメイト Animate A店,10/11/25,3300,日本,https://www.animate-onlineshop.jp/pn/pd/3192618/,"尺寸：衣长78厘米，胸围58厘米，肩宽53厘米，袖长24厘米。
材质：100%纯棉。"
276.jpg,,透明文件夹,文件夹,为你着迷（动画）,"二阶堂明, 目高优一",二阶堂 目高 冰淇淋,アニメイト Animate A店,10/11/25,440,日本,https://www.animate-onlineshop.jp/pn/pd/3192615/,"尺寸：A4适用。
规格：PP材质/全彩印刷。"
277.jpg,,成田狂儿 看手机 明信片,纸片子,去唱卡拉OK吧 （漫画）,成田狂儿,狂儿 看手机,メロンブックス 蜜瓜书店,8/8/25,N/A 赠品,日本,https://anime-goods7.hatenablog.com/entry/2025/07/11/084036,"月刊コミックビーム2025年9月号 蜜瓜书店 特典

- 尺寸：100*149mm"
278.jpg,,祭林组 冈田 透明文件夹,文件夹,去唱卡拉OK吧 （漫画）,成田狂儿,狂儿 🐭被迫参加卡拉OK大赛,メロンブックス 蜜瓜书店,10/29/25,N/A 赠品,日本,https://x.com/goods_info_01/status/1983512982630851052,月刊コミックビーム2025年12月号 蜜瓜书店 特典
279.jpg,,冈聪实 明信片,纸片子,去唱卡拉OK吧 （漫画）,冈聪实,聪实 丸山 花 甜甜圈,ゲーマーズ Gamers,10/29/25,N/A 赠品,日本,https://x.com/goods_info_01/status/1983512982630851052,月刊コミックビーム2025年12月号 Gamers 特典
280.jpg,,成田狂儿 抓鼠 明信片,纸片子,去唱卡拉OK吧 （漫画）,成田狂儿,狂儿 麦记捉🐭,アニメイト Animate A店,11/11/25,N/A 赠品,日本,,月刊コミックビーム2025年12月号 A店 特典
281.jpg,,成田狂儿 冈聪实 家庭餐厅 明信片,纸片子,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 萨莉亚 很不高兴见到你,ゲーマーズ Gamers,8/8/25,N/A 赠品,日本,https://anime-goods7.hatenablog.com/entry/2025/07/11/084036,月刊コミックビーム2025年9月号 Gamers 特典
282.jpg,,冈聪实 看手机 明信片,纸片子,去唱卡拉OK吧 （漫画）,冈聪实,聪实 看手机,アニメイト Animate A店,8/8/25,N/A 赠品,日本,https://anime-goods7.hatenablog.com/entry/2025/07/11/084036,"月刊コミックビーム2025年9月号 A店 特典

- 尺寸：100*149mm"
283.jpg,,成田狂儿&冈聪实 三宫格 明信片,纸片子,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实","聪实 狂儿 你想对我怎么样, 聪实 四叠半",メロンブックス 蜜瓜书店,7/23/25,N/A 赠品,日本,https://x.com/goods_info_01/status/1937060384751657147/photo/1,"月刊コミックビーム 2025年8月号 蜜瓜书店 特典

尺寸：100*149mm"
284.jpg,,冈聪实 三宫格 明信片,纸片子,去唱卡拉OK吧 （漫画）,冈聪实,聪实 男厕头脑风暴,ゲーマーズ Gamers,7/23/25,N/A 赠品,日本,https://x.com/goods_info_01/status/1937060384751657147/photo/1,"月刊コミックビーム 2025年8月号 Gamers 特典

尺寸：100*149mm"
285.jpg,,成田狂儿 三宫格 明信片,纸片子,去唱卡拉OK吧 （漫画）,成田狂儿,狂儿 麦记捉🐭,アニメイト Animate A店,7/23/25,N/A 赠品,日本,https://x.com/goods_info_01/status/1937060384751657147/photo/1,"月刊コミックビーム 2025年8月号 A店 特典

尺寸：100*149mm"
286.jpg,,成田狂儿 透明文件夹,文件夹,去唱卡拉OK吧 （漫画）,成田狂儿,狂儿 吃麦记,メロンブックス 蜜瓜书店,4/10/25,N/A 赠品,日本,https://x.com/goods_info_01/status/1913266567179370993/photo/1,月刊コミックビーム 2025年6月号 蜜瓜书店 特典
287.jpg,,冈聪实啃汉堡 相卡,纸片子,去唱卡拉OK吧 （漫画）,冈聪实,聪实 吃麦记,アニメイト Animate A店,4/10/25,N/A 赠品,日本,https://x.com/goods_info_01/status/1910348292040663202/photo/1,"月刊コミックビーム 2025年6月号 A店 特典

尺寸：127*89mm"
288.jpg,,成田狂儿 大阪特产 明信片,纸片子,去唱卡拉OK吧 （漫画）,成田狂儿,狂儿 大阪特产外卖来咯,アニメイト Animate A店,2/10/25,N/A 赠品,日本,https://x.com/goods_info_01/status/1866793555773231279/photo/1,"- 月刊コミックビーム2024年12月号 A店特典
- 月刊コミックビーム2025年3月号 A店特典

尺寸：100*149mm"
289.jpg,,冈聪实 大阪章鱼烧博览会 明信片,纸片子,去唱卡拉OK吧 （漫画）,冈聪实,聪实 外星人T恤,メロンブックス 蜜瓜书店,11/11/24,N/A 赠品,日本,https://x.com/goods_info_01/status/1855894323969356172/photo/1,"- 月刊コミックビーム 2024年12月号 蜜瓜书店 特典

尺寸：100*149mm"
290.jpg,,随书透卡,透卡,去家庭餐厅吧/去恰饭吧 （漫画）,"成田狂儿, 冈聪实","聪实 狂儿 咲茶店对视, 狂儿 抽烟",コミックビームComic Beam,11/11/24,N/A 赠品,日本,https://x.com/goods_info_01/status/1855894323969356172/photo/1,"- 月刊コミックビーム 2024年12月号 随书透卡

尺寸：
-（单张透卡）55*85mm
- （整张）171*206mm"
291.jpg,,特典纸,纸片子,"去唱卡拉OK吧 （漫画）, 去家庭餐厅吧/去恰饭吧 （漫画）","成田狂儿, 冈聪实","狂儿 递名片 , 狂儿 递表",ダ・ヴィンチストア 达芬奇书店,12/12/24,N/A 赠品,日本,https://x.com/DAVINCI_STORE/status/1866780178481025334,"- Comic Beam x Da Vinci Store 达芬奇书店 联名 特典纸活动 12/12/2024

- 尺寸：103*145mm"
292.jpg,,狂儿聪实四叠半吃包子 电子版漫画原画特典纸,纸片子,去家庭餐厅吧/去恰饭吧 （漫画）,"成田狂儿, 冈聪实",聪实 四叠半,Bookwalker,7/21/25,N/A 赠品,日本,https://x.com/goods_info_01/status/1947498343166574768/photo/3,"为了庆祝动画《一起去唱卡拉OK吧！》和《为你着迷》动画的播出，和山山作品展销会正在进行中！
活动期间购买《一起去唱卡拉OK吧！》、《为你着迷》和《一起去家庭餐厅吧。上》三卷的顾客，将获得一张附有和山山亲笔留言的电子版特典图片！"
293.jpg,, 聪实下夜班 四叠半 储蓄罐 特典 明信片,纸片子,去家庭餐厅吧/去恰饭吧 （漫画）,冈聪实,聪实 四叠半,未来屋書店/アシーネ/MIRAIA/MIRAIYA,,N/A 赠品,日本,,"书店特典

- 尺寸：105*148mm"
294.jpg,,冈聪实 家庭餐厅 储物柜 透明文件夹,文件夹,去家庭餐厅吧/去恰饭吧 （漫画）,冈聪实,聪实 萨莉亚 储物柜,メロンブックス 蜜瓜书店,12/28/23,N/A 赠品,日本,https://x.com/YamaWayama_PR/status/1740305285770801418/photo/1,日文版《去家庭餐厅吧。上》发行 书店特典
295.jpg,,去散散步吧 明信片,纸片子,去家庭餐厅吧/去恰饭吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 散散步吧,アニメイト Animate A店,12/28/23,N/A 赠品,日本,https://x.com/YamaWayama_PR/status/1740305285770801418/photo/2,日文版《去家庭餐厅吧。上》发行 书店特典
296.jpg,,冈聪实找兼职 明信片,纸片子,去家庭餐厅吧/去恰饭吧 （漫画）,冈聪实,,ポータルTSUTAYA蔦屋書店,12/28/23,N/A 赠品,日本,https://x.com/YamaWayama_PR/status/1740305285770801418/photo/3,日文版《去家庭餐厅吧。上》发行 书店特典
297.jpg,,冈聪实&成田狂儿 “很不高兴见到你” 明信片,纸片子,去家庭餐厅吧/去恰饭吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 萨莉亚 很不高兴见到你,HMV&BOOKS,12/28/23,N/A 赠品,日本,https://x.com/YamaWayama_PR/status/1740305285770801418/photo/4,日文版《去家庭餐厅吧。上》发行 书店特典
298.jpg,,“你们在招兼职吗？”明信片,纸片子,去家庭餐厅吧/去恰饭吧 （漫画）,冈聪实,,クとらのあな 虎穴 Toraoana,12/28/23,N/A 赠品,日本,https://x.com/YamaWayama_PR/status/1740305285770801418/photo/5,日文版《去家庭餐厅吧。上》发行 书店特典
299.jpg,,聪实吃焗饭 明信片,纸片子,去家庭餐厅吧/去恰饭吧 （漫画）,冈聪实,,未来屋書店/アシーネ/MIRAIA/MIRAIYA,12/28/23,N/A 赠品,日本,https://x.com/YamaWayama_PR/status/1740305285770801418/photo/6,日文版《去家庭餐厅吧。上》发行 书店特典
300.jpg,,“22岁？“ 明信片,纸片子,去家庭餐厅吧/去恰饭吧 （漫画）,成田狂儿,狂儿 22？,Kinokuniya 纪伊国书屋,12/28/23,N/A 赠品,日本,https://x.com/YamaWayama_PR/status/1740305285770801418/photo/7,日文版《去家庭餐厅吧。上》发行 书店特典
301.jpg,,冈聪实 ”手机没电了“ 明信片,纸片子,去家庭餐厅吧/去恰饭吧 （漫画）,"成田狂儿, 冈聪实",,HMV&BOOKS,12/28/23,N/A 赠品,日本,https://x.com/YamaWayama_PR/status/1740305285770801418/photo/8,日文版《去家庭餐厅吧。上》发行 书店特典
302.jpg,,冈聪实 四叠半 ”储蓄罐听起来空荡荡 真火大“ 特典纸,纸片子,去家庭餐厅吧/去恰饭吧 （漫画）,冈聪实,聪实 四叠半,未来屋書店/アシーネ/MIRAIA/MIRAIYA,,,日本,,
303.jpg,,聪实 狂儿 找不同小册子,小册子,去家庭餐厅吧/去恰饭吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 散散步吧,ポータルTSUTAYA蔦屋書店,12/28/23,N/A 赠品,日本,,日文版《去家庭餐厅吧。上》发行 书店特典
304.jpg,,HMV 涩谷限定 和山山复制原画纸,色纸,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",,HMV&BOOKS,,,日本,,
305.jpg,,狂儿点烟半身 明信片,纸片子,去唱卡拉OK吧 （漫画）,成田狂儿,狂儿 抽烟,メロンブックス 蜜瓜书店,9/12/20,N/A 赠品,日本,https://www.melonbooks.co.jp/shop/event_detail.php?wp_id=27&post_id=8060&srsltid=AfmBOoow_JVM-U0lW4isKict9MDd_dUnTWFoihXfoRYNI92FTl52xQlQ,"-凡购买《去唱卡拉OK吧！》日文漫画，即可获赠特典一张。9/12/2020
- 特典再版：凡购买《去家庭餐厅吧。上》日文漫画，即可获赠特典一张。12/28/2023"
306.jpg,,狂儿抽烟 特典纸,纸片子,去唱卡拉OK吧 （漫画）,成田狂儿,狂儿 抽烟,HMV&BOOKS,9/12/20,N/A 赠品,日本,https://x.com/COMIC_BEAM/status/1301824694757158914/photo/1,-凡购买《去唱卡拉OK吧！》日文漫画，即可获赠特典一张。9/12/2020
307.jpg,,聪实睡着 狂儿开车 A6特典卡,纸片子,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",丰田世纪,ジュンク堂書店 淳久堂书店,9/12/20,N/A 赠品,日本,https://x.com/COMIC_BEAM/status/1301824694757158914/photo/1,-凡购买《去唱卡拉OK吧！》日文漫画，即可获赠特典一张。9/12/2020
308.jpg,,成田狂儿吃巴菲 冈聪实吃炒饭 明信片,纸片子,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实","狂儿 吃巴菲, 聪实 吃炒饭",アニメイト Animate A店,9/12/20,N/A 赠品,日本,https://x.com/COMIC_BEAM/status/1301824694757158914/photo/1,-凡购买《去唱卡拉OK吧！》日文漫画，即可获赠特典一张。9/12/2020
309.jpg,,去唱卡拉OK吧 封面柄图 插图卡,纸片子,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 雨中撑伞,"コミック Comic Zin, クとらのあな 虎穴 Toraoana",9/12/20,N/A 赠品,日本,https://x.com/COMIC_BEAM/status/1301824694757158914/photo/1,-凡购买《去唱卡拉OK吧！》日文漫画，即可获赠特典一张。9/12/2020
310.jpg,,Comic Beam 122025 附赠贴纸,贴纸,"去家庭餐厅吧/去恰饭吧 （漫画）, 去唱卡拉OK吧 （漫画）, 为你着迷（漫画）","成田狂儿, 冈聪实, 林美良","狂儿 吃巴菲, 聪实 蒙娜丽莎",,11/13/25,N/A 赠品,日本,,"- Comic Beam 30周年庆祝活动 11/12/2025

在店内购买指定书籍，即可获赠印有八部作品插图的“原创特典贴纸”！（148mm x 210mm）"
311.jpg,,角川 Comic Beam 122025 抽赏 狂聪 莆田 亚克力立牌,亚克力立牌/亚克力板,去家庭餐厅吧/去恰饭吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 蒲田站,"コミックビームComic Beam, カドスト Kadokawa 角川商店",11/13/25,N/A 抽奖,日本,,"- Comic Beam 30周年庆祝活动 11/12/2025

角川KADOKAWA App - 使用您累积的积分参与抽奖，赢取丰厚奖品。
【3 位幸运儿】一起去家庭餐厅吧。” 亚克力板（210mm x 297mm）150p
"
312.jpg,,角川 Comic Beam 122025 抽赏 狂聪 莆田 封面 彩色样稿,纸片子,去家庭餐厅吧/去恰饭吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 蒲田站,"コミックビームComic Beam, カドスト Kadokawa 角川商店",11/13/25,N/A 抽奖,日本,,"- Comic Beam 30周年庆祝活动 11/12/2025

角川KADOKAWA App - 使用您累积的积分参与抽奖，赢取丰厚奖品。
【5 位抽奖获奖者】月刊 Comic Beam 2013 年 12 月刊” 封面（一起去家庭餐厅吧） 彩色样稿，和山山 签名 100p"
313.jpg,,《去唱卡拉OK吧！》《为你着迷》动画开播A店周边商品 贴纸,贴纸,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,7/24/25,N/A 赠品,日本,,- 《去唱卡拉OK吧！》《为你着迷》动画开播A店周边商品发放活动 7/24/2025
314.jpg,,声优/配音演员签名板 江间让二,亲签,为你着迷（动画）,江间让二,,,12/11/24,N/A 赠品,日本,,-《为你着迷》声优阵容确定庆祝 声优签名抽赏 第1轮 12/11/2024
315.jpg,,声优/配音演员签名板 林美良,亲签,为你着迷（动画）,林美良,,,12/11/24,N/A 赠品,日本,,-《为你着迷》声优阵容确定庆祝 声优签名抽赏 第1轮 12/11/2024
316.jpg,,声优/配音演员签名板 二阶堂明,亲签,为你着迷（动画）,二阶堂明,,,3/23/25,N/A 赠品,日本,,-《为你着迷》声优阵容确定庆祝 声优签名抽赏 第2轮 3/23/2025
317.jpg,,声优/配音演员签名板 目高优一,亲签,为你着迷（动画）,目高优一,,,3/23/25,N/A 赠品,日本,,-《为你着迷》声优阵容确定庆祝 声优签名抽赏 第2轮 3/23/2025
318.jpg,,月刊コミックビーム Comic Beam 2021年2月号 亚马逊购入特典 INS/SNS 风格 《为你着迷》手机壁纸 （一套2张）,线上：手机壁纸,为你着迷（漫画）,"二阶堂明, 林美良",林美良 嘘,Amazon.co.jp 亚马逊日本,2/12/21,N/A 赠品,日本,https://x.com/YamaWayama_PR/status/1348849071428046849,
319.jpg,,日文《为你着迷》首限 电视剧版 DVD/蓝光碟 ,DVD/蓝光碟,为你着迷（电视剧）,"二阶堂明, 目高优一, 林美良, 江间让二",,"Amazon.co.jp 亚马逊日本, 楽天ブックス Rakuten 乐天",7/14/21,"- DVD 5425
- 蓝光碟 7488",日本,https://x.com/YamaWayama_PR/status/1415253130351038465,首限特典：访谈小册子（包括和山山老师的采访）+ 迷你文件夹
